N,P,K,temperature,humidity,ph,rainfall,label
105,55,50,27.81,83.89,5.88,231.34,Rice
105,55,44,27.66,84.55,6.03,231.37,Rice
103,55,46,27.99,88.72,6.08,230.78,Rice
104,52,44,28.52,89.63,5.86,229.55,Rice
104,54,45,27.77,87.52,5.91,235.81,Rice
105,51,46,28.12,84.32,5.77,228.42,Rice
106,53,50,27.55,82.31,5.89,236.94,Rice
105,51,44,28.6,84.79,6.05,233.96,Rice
103,56,46,27.28,84.7,5.98,235.41,Rice
104,50,44,27.47,84.06,5.93,237.81,Rice
106,51,46,27.75,86.58,6.06,230.6,Rice
108,58,47,27.81,85.46,5.91,230.93,Rice
106,50,46,28.16,87.31,6.12,228.13,Rice
103,49,45,27.12,85.22,5.88,233.41,Rice
104,54,48,27.48,83.47,5.96,236.94,Rice
110,55,50,28.23,86.45,5.91,231.68,Rice
106,52,47,27.41,86.71,5.8,232.1,Rice
106,55,49,27.89,86.73,5.85,226.09,Rice
106,54,50,27.99,83.6,5.89,234.66,Rice
105,53,44,27.49,86.72,5.73,231.05,Rice
105,56,49,28.48,86.45,5.82,230.16,Rice
103,55,46,27.8,86.03,6.06,233.97,Rice
103,54,51,28.31,83.6,5.81,229.02,Rice
107,56,46,27.68,86.07,5.91,229.11,Rice
104,51,50,27.12,83.34,5.94,228.29,Rice
103,54,49,27.89,88.67,5.9,235.57,Rice
105,58,50,28.02,86.94,5.87,231.19,Rice
102,52,52,27.4,85.02,5.89,231.82,Rice
105,53,48,28.57,87.9,5.87,233.83,Rice
102,52,45,27.98,84.71,5.75,230.84,Rice
101,56,46,28.49,85.26,5.78,235.53,Rice
105,57,47,27.78,87.51,6.0,232.46,Rice
111,53,45,27.5,85.59,6.05,231.44,Rice
108,54,50,28.19,86.57,5.98,230.3,Rice
103,54,51,27.23,82.96,5.87,235.09,Rice
105,51,48,27.13,86.94,5.87,231.75,Rice
105,54,46,28.52,87.2,5.72,231.31,Rice
102,51,49,27.79,85.79,5.83,233.11,Rice
106,58,47,27.28,85.24,5.98,229.68,Rice
102,52,46,27.46,86.33,5.89,234.37,Rice
104,55,47,27.44,85.19,5.74,237.36,Rice
105,52,47,26.77,88.15,6.03,232.32,Rice
105,51,45,27.15,85.76,6.01,230.85,Rice
105,55,44,28.92,87.74,5.95,234.77,Rice
106,54,50,27.77,86.69,6.03,223.93,Rice
105,55,44,28.14,84.81,5.94,231.72,Rice
103,56,47,28.13,87.97,5.81,232.02,Rice
104,53,52,28.23,86.47,5.95,233.29,Rice
101,58,45,28.87,86.93,5.92,231.08,Rice
110,55,48,27.73,85.02,5.91,229.21,Rice
106,52,50,28.49,85.92,5.96,233.89,Rice
102,57,47,28.35,87.09,5.65,230.03,Rice
106,54,49,28.05,87.84,5.91,236.27,Rice
103,53,46,28.19,85.58,5.88,229.89,Rice
104,53,43,26.85,86.09,5.62,231.42,Rice
104,55,46,28.78,87.27,5.75,231.15,Rice
108,52,47,28.7,85.19,6.01,229.27,Rice
99,56,48,28.25,84.36,5.8,235.45,Rice
105,53,48,28.75,87.09,5.85,227.79,Rice
106,52,45,28.66,87.31,5.94,228.28,Rice
108,56,47,27.74,86.12,5.85,238.64,Rice
104,51,51,27.72,87.18,5.97,231.82,Rice
103,53,45,27.99,87.16,6.07,228.74,Rice
104,52,48,27.24,84.61,5.73,227.69,Rice
103,57,48,28.03,88.02,5.94,233.43,Rice
104,52,45,27.7,85.58,5.93,231.89,Rice
104,52,48,27.75,86.53,5.71,233.01,Rice
106,55,47,28.46,84.09,5.89,231.42,Rice
107,49,45,28.87,82.35,5.98,229.9,Rice
105,56,48,28.72,85.26,5.86,234.36,Rice
104,55,50,28.43,83.63,5.87,232.85,Rice
104,54,48,27.74,85.71,5.78,230.57,Rice
101,54,47,27.54,88.68,5.88,232.86,Rice
103,53,48,27.83,86.0,5.98,230.45,Rice
102,50,50,28.47,86.98,5.86,228.0,Rice
104,53,45,27.27,83.4,5.97,228.38,Rice
105,53,49,28.17,85.65,5.91,231.67,Rice
103,55,47,27.96,83.88,5.93,230.17,Rice
104,52,47,27.0,87.02,5.9,230.6,Rice
101,54,46,28.65,86.73,6.05,232.41,Rice
107,54,47,28.09,84.75,6.11,231.7,Rice
105,54,45,28.66,84.46,5.77,231.5,Rice
102,57,47,26.39,86.3,5.96,230.74,Rice
102,53,47,27.51,84.4,5.92,234.71,Rice
105,50,49,28.39,88.09,5.81,231.83,Rice
106,52,49,27.99,84.73,5.82,235.75,Rice
103,51,48,27.98,84.03,5.85,229.55,Rice
103,59,47,27.56,89.03,5.99,234.17,Rice
103,56,49,28.07,83.43,5.9,237.19,Rice
105,53,47,27.92,84.8,5.9,236.33,Rice
107,52,50,28.38,86.95,5.94,229.21,Rice
104,55,45,27.48,86.46,5.82,234.47,Rice
103,54,48,27.76,85.64,5.83,231.94,Rice
103,53,49,27.43,85.27,5.95,225.77,Rice
108,56,44,26.95,86.04,5.79,234.88,Rice
105,54,46,28.8,87.13,5.96,235.6,Rice
102,56,47,28.17,85.77,5.71,234.87,Rice
101,52,47,27.02,84.35,5.92,230.96,Rice
104,52,48,27.84,83.54,5.88,228.27,Rice
106,53,53,28.48,85.8,5.96,225.73,Rice
106,52,48,27.64,85.07,5.88,232.23,Rice
104,53,44,29.17,86.35,5.94,230.98,Rice
103,54,48,28.65,89.12,6.05,226.7,Rice
104,54,47,27.98,82.78,5.99,226.37,Rice
101,51,47,27.19,84.41,6.01,231.66,Rice
105,51,47,27.93,84.81,5.89,226.32,Rice
105,53,47,28.43,86.65,5.87,228.65,Rice
107,51,49,27.2,87.38,6.0,226.26,Rice
105,54,49,28.18,84.56,5.88,236.99,Rice
102,54,50,27.5,83.87,5.77,233.18,Rice
102,53,50,27.97,84.83,5.91,231.79,Rice
105,57,48,29.02,86.68,5.82,238.86,Rice
104,51,52,27.63,84.84,5.84,232.49,Rice
106,48,49,27.72,85.38,6.07,232.64,Rice
105,53,49,28.81,82.29,6.01,236.64,Rice
106,52,45,29.18,84.64,6.05,233.17,Rice
109,53,44,28.0,83.77,6.17,233.89,Rice
106,55,46,27.93,86.17,6.09,228.53,Rice
103,53,46,27.27,81.94,5.72,235.3,Rice
104,55,46,27.95,88.42,6.06,234.83,Rice
105,55,48,27.92,85.39,6.01,228.11,Rice
107,53,45,27.73,84.69,5.84,230.22,Rice
103,53,47,28.38,85.63,5.93,232.02,Rice
106,54,46,27.54,86.32,6.03,231.31,Rice
103,53,46,27.67,83.83,5.88,232.71,Rice
102,52,46,27.31,84.57,5.88,227.97,Rice
104,52,46,28.19,85.04,5.85,235.89,Rice
103,57,47,27.43,85.17,5.91,235.76,Rice
106,54,50,27.06,86.37,5.93,232.97,Rice
101,51,47,28.56,88.87,5.83,228.07,Rice
106,59,50,27.63,90.29,5.97,229.63,Rice
93,46,40,25.36,68.96,6.2,108.12,Maize
92,43,42,24.85,67.87,6.12,100.09,Maize
88,50,43,24.9,66.88,6.28,111.93,Maize
92,46,40,25.83,67.19,6.25,102.67,Maize
89,49,41,25.26,67.16,6.12,109.45,Maize
91,48,43,24.17,68.3,6.38,111.85,Maize
91,47,44,25.21,66.72,6.3,105.4,Maize
91,44,45,24.86,67.34,6.13,106.99,Maize
89,50,42,23.91,67.16,6.48,108.41,Maize
91,47,39,24.76,69.19,6.15,113.76,Maize
88,45,43,25.47,69.04,6.14,102.3,Maize
92,49,41,25.03,68.66,6.36,104.89,Maize
88,46,42,25.03,69.3,6.11,112.45,Maize
89,50,48,24.56,69.51,6.19,114.09,Maize
89,48,42,24.95,70.13,6.21,109.45,Maize
90,46,41,25.28,69.83,6.32,113.58,Maize
88,48,41,24.45,69.85,6.28,104.77,Maize
89,47,38,24.98,67.28,6.22,108.81,Maize
90,48,45,24.6,67.86,6.27,107.6,Maize
92,49,45,24.95,66.78,6.23,107.78,Maize
91,49,40,24.5,68.78,5.96,108.24,Maize
89,49,38,25.0,71.36,6.27,110.94,Maize
90,44,42,25.2,67.38,6.19,99.3,Maize
89,47,44,24.7,68.6,6.19,106.23,Maize
91,44,44,24.99,70.95,5.93,100.69,Maize
89,49,40,25.29,70.47,6.27,108.31,Maize
90,46,41,24.49,67.82,6.25,106.61,Maize
88,48,42,24.89,68.78,6.24,110.91,Maize
90,45,41,24.8,67.42,6.25,109.72,Maize
91,46,42,25.0,69.46,6.21,107.96,Maize
89,50,40,24.91,70.62,6.12,105.72,Maize
91,45,43,24.76,69.62,6.08,111.56,Maize
87,49,39,25.9,68.89,6.4,105.54,Maize
89,50,39,24.65,69.74,6.1,109.57,Maize
90,44,43,24.37,70.16,6.21,106.63,Maize
87,48,40,25.6,70.87,6.36,108.84,Maize
89,47,41,25.12,69.65,6.32,108.06,Maize
87,47,45,24.22,70.11,6.16,105.35,Maize
90,51,42,24.87,67.06,6.19,104.0,Maize
89,47,37,25.69,67.14,6.18,109.6,Maize
92,46,36,25.54,67.13,6.24,109.26,Maize
83,44,41,23.71,66.99,6.21,107.73,Maize
90,48,38,24.36,70.14,6.35,105.1,Maize
90,49,42,24.88,68.04,6.4,108.29,Maize
90,48,40,25.03,68.52,6.17,108.95,Maize
88,45,43,24.73,68.48,6.01,110.89,Maize
91,49,42,24.24,69.34,6.14,105.11,Maize
91,51,44,25.31,68.95,6.18,105.29,Maize
89,49,45,24.59,66.01,6.15,110.71,Maize
94,50,44,24.58,67.77,6.07,106.0,Maize
91,51,42,24.87,67.4,6.19,108.61,Maize
87,49,41,25.43,68.98,6.23,105.89,Maize
89,49,41,24.45,69.17,6.24,112.12,Maize
92,47,40,24.89,68.21,6.25,111.12,Maize
92,47,40,24.79,66.1,6.08,107.9,Maize
90,48,40,24.75,68.6,6.16,110.06,Maize
87,45,41,24.32,66.15,6.05,107.27,Maize
91,49,45,25.05,69.35,6.17,107.39,Maize
94,48,42,24.43,69.62,6.27,111.33,Maize
91,47,41,24.96,69.16,6.33,111.22,Maize
91,52,36,24.77,68.98,6.13,105.21,Maize
86,47,43,25.39,67.87,6.22,112.07,Maize
86,47,42,25.01,70.28,6.05,104.98,Maize
91,44,43,25.22,70.11,6.15,109.53,Maize
87,47,42,24.55,69.33,6.09,108.81,Maize
93,45,41,24.19,67.75,6.27,106.71,Maize
91,48,41,24.49,70.03,6.23,103.42,Maize
88,42,39,24.84,67.42,6.12,112.17,Maize
92,46,43,25.61,69.93,6.23,111.29,Maize
91,45,41,24.72,70.73,6.14,105.74,Maize
92,48,46,24.57,68.22,6.31,104.16,Maize
92,45,43,24.08,69.07,6.06,113.78,Maize
87,46,43,24.7,70.05,6.13,105.64,Maize
89,45,42,25.44,69.83,6.26,102.23,Maize
89,47,44,24.71,65.55,6.1,106.02,Maize
85,49,38,25.22,67.36,6.35,107.17,Maize
89,49,39,25.29,68.28,6.14,107.74,Maize
87,47,42,23.85,70.64,6.28,102.44,Maize
85,49,43,25.31,66.86,6.38,105.73,Maize
90,48,45,25.06,69.62,6.19,104.41,Maize
85,48,39,25.18,69.22,6.21,104.84,Maize
92,48,39,26.03,68.68,6.07,105.72,Maize
86,50,44,25.37,69.83,6.32,107.27,Maize
90,46,41,25.23,64.38,6.14,108.49,Maize
89,47,43,24.65,67.17,6.32,111.13,Maize
88,47,43,25.02,69.8,6.25,107.04,Maize
91,46,42,24.96,68.46,6.08,108.39,Maize
90,46,38,24.18,68.62,6.23,113.55,Maize
89,44,41,25.63,67.98,6.31,108.53,Maize
91,51,38,25.45,68.86,6.11,107.7,Maize
93,50,37,24.62,70.41,6.2,107.95,Maize
86,46,39,24.17,67.11,6.11,105.72,Maize
88,50,40,25.71,68.27,6.24,109.41,Maize
88,47,40,25.19,68.81,6.13,108.36,Maize
90,51,42,25.01,69.64,6.11,102.82,Maize
89,50,44,24.06,70.0,5.98,109.38,Maize
90,44,44,25.87,68.91,6.21,112.44,Maize
87,45,40,25.02,69.05,6.14,107.1,Maize
88,47,40,24.62,66.0,6.18,102.13,Maize
91,46,41,24.81,68.63,6.33,103.95,Maize
86,48,41,25.18,70.07,6.09,109.81,Maize
87,48,39,25.07,68.97,6.09,103.92,Maize
91,47,44,24.73,70.95,6.11,112.42,Maize
90,48,39,25.36,70.15,6.17,101.6,Maize
87,45,42,24.77,68.33,6.14,112.41,Maize
90,48,40,24.99,67.54,6.23,104.56,Maize
91,46,43,25.95,69.0,6.33,110.25,Maize
87,48,43,25.3,69.27,6.22,108.02,Maize
90,45,41,24.27,68.25,6.14,106.04,Maize
87,48,41,24.79,66.89,6.17,111.44,Maize
92,48,41,25.28,68.0,6.17,105.77,Maize
91,49,41,25.87,69.62,6.24,108.75,Maize
87,46,41,24.98,69.88,6.13,108.21,Maize
90,48,42,24.3,65.61,6.11,106.41,Maize
87,47,44,25.36,69.7,6.3,105.23,Maize
89,49,41,24.79,71.79,6.21,113.29,Maize
86,46,42,25.05,65.92,6.18,115.42,Maize
90,49,40,25.12,68.98,6.31,111.26,Maize
90,48,38,24.14,69.12,6.29,112.0,Maize
88,44,43,24.59,66.63,6.15,106.47,Maize
92,49,40,25.7,69.19,6.31,111.98,Maize
89,49,41,25.47,69.14,6.3,112.57,Maize
91,47,41,23.52,67.93,6.29,110.91,Maize
88,48,41,25.34,72.31,6.27,105.99,Maize
89,50,39,24.69,70.06,6.33,109.83,Maize
88,49,42,25.18,68.85,6.21,105.28,Maize
94,48,43,24.89,70.27,6.07,102.76,Maize
89,52,44,24.6,69.77,6.14,109.28,Maize
91,49,38,24.37,68.89,6.1,104.67,Maize
90,46,46,24.73,68.59,6.23,103.48,Maize
91,48,41,25.14,69.64,6.34,115.5,Maize
87,45,42,23.96,69.97,6.21,109.1,Maize
89,48,42,25.1,66.98,6.22,113.56,Maize
90,48,45,24.63,70.33,6.15,111.26,Maize
91,47,41,25.49,66.22,6.16,109.86,Maize
89,48,37,24.57,70.02,6.12,104.09,Maize
92,49,39,25.07,67.42,6.18,108.53,Maize
88,49,43,25.13,69.62,6.05,112.09,Maize
89,46,42,25.37,69.77,6.09,110.27,Maize
89,49,40,25.52,69.27,6.32,103.4,Maize
87,47,44,25.98,67.67,6.21,108.47,Maize
91,49,39,25.03,65.99,6.28,106.98,Maize
87,48,41,25.63,67.66,6.42,110.56,Maize
92,45,45,24.39,68.69,6.33,109.52,Maize
87,50,42,24.79,66.69,6.24,107.51,Maize
90,44,41,25.24,71.81,6.18,112.33,Maize
91,48,39,24.51,69.93,6.15,106.15,Maize
89,47,43,24.75,70.2,6.24,102.98,Maize
90,42,40,25.23,68.98,6.02,104.64,Maize
84,45,43,24.72,69.25,6.2,108.1,Maize
44,61,39,21.76,57.67,6.77,62.78,Chickpea
40,64,36,22.67,54.56,6.93,68.23,Chickpea
45,66,39,23.18,54.17,7.09,66.65,Chickpea
41,62,36,21.83,56.86,7.03,67.67,Chickpea
41,62,38,23.07,55.91,6.9,70.67,Chickpea
42,62,39,23.33,57.42,6.82,64.56,Chickpea
40,63,39,22.36,56.59,7.04,65.29,Chickpea
42,63,35,23.08,57.91,6.84,68.5,Chickpea
42,60,37,22.74,54.67,6.87,66.21,Chickpea
41,61,38,23.27,54.28,6.87,60.08,Chickpea
41,62,39,23.08,56.82,6.91,63.97,Chickpea
39,61,36,22.94,55.26,6.94,66.15,Chickpea
42,62,37,22.94,56.75,7.14,63.03,Chickpea
42,59,37,22.66,55.82,6.92,64.53,Chickpea
38,64,39,22.93,54.66,6.91,67.08,Chickpea
43,63,40,22.13,55.54,7.0,63.23,Chickpea
44,65,40,23.33,55.33,6.93,61.96,Chickpea
40,60,38,22.8,56.39,6.99,63.87,Chickpea
42,61,38,23.34,57.38,6.97,67.24,Chickpea
39,59,36,23.18,54.06,6.93,66.79,Chickpea
38,59,40,23.35,54.72,6.8,58.65,Chickpea
44,62,41,22.9,56.42,6.99,70.92,Chickpea
43,62,38,22.48,55.43,6.91,70.15,Chickpea
41,64,37,23.62,57.02,6.96,68.94,Chickpea
43,64,42,23.81,56.7,6.86,67.1,Chickpea
38,63,35,23.56,58.97,6.75,65.85,Chickpea
39,58,37,23.32,57.13,6.92,61.01,Chickpea
42,59,35,22.5,57.57,6.95,66.97,Chickpea
40,61,35,23.68,59.3,6.96,68.2,Chickpea
41,58,36,22.77,55.42,6.84,66.14,Chickpea
40,66,35,23.44,55.61,6.95,67.52,Chickpea
42,59,37,23.08,56.16,6.8,69.87,Chickpea
37,61,36,23.09,57.53,6.76,73.06,Chickpea
42,62,35,22.98,57.46,6.92,66.42,Chickpea
41,59,35,23.58,57.32,7.0,63.53,Chickpea
41,64,35,23.56,55.12,6.81,65.9,Chickpea
39,58,38,23.27,57.82,6.96,71.9,Chickpea
44,63,38,23.62,52.68,6.85,60.42,Chickpea
43,60,44,22.74,56.16,6.86,64.53,Chickpea
39,59,33,23.27,55.36,7.09,62.27,Chickpea
44,65,40,23.12,55.49,7.03,63.63,Chickpea
42,61,36,23.14,57.11,6.81,67.38,Chickpea
37,59,37,23.18,57.3,6.91,67.7,Chickpea
41,62,38,22.75,55.47,6.96,71.44,Chickpea
44,59,35,22.73,56.15,6.9,69.72,Chickpea
44,62,37,23.26,57.59,6.96,64.71,Chickpea
40,59,38,23.31,57.1,7.02,70.44,Chickpea
39,62,38,22.96,54.76,7.04,64.23,Chickpea
37,62,37,23.93,56.73,6.87,65.41,Chickpea
41,66,39,22.3,55.63,6.9,62.68,Chickpea
38,63,36,23.62,56.01,6.85,58.75,Chickpea
44,62,37,22.55,58.4,6.79,64.89,Chickpea
43,64,37,22.63,55.84,6.99,69.39,Chickpea
39,62,35,23.44,56.63,6.81,70.6,Chickpea
42,62,37,23.0,55.43,6.83,69.69,Chickpea
41,60,37,23.71,57.7,6.86,69.68,Chickpea
42,60,37,23.69,59.12,6.93,64.3,Chickpea
41,60,36,22.64,55.88,6.91,65.56,Chickpea
41,63,37,22.92,55.74,7.05,64.53,Chickpea
43,60,38,23.27,57.63,6.86,62.66,Chickpea
40,63,42,23.42,54.11,6.98,63.17,Chickpea
41,62,38,23.03,55.1,7.01,64.42,Chickpea
44,59,38,22.39,54.75,6.85,70.56,Chickpea
44,63,38,23.09,57.9,6.97,66.05,Chickpea
44,63,38,22.77,55.18,6.87,67.37,Chickpea
43,59,34,22.52,55.39,7.02,65.16,Chickpea
42,62,35,23.73,55.0,7.06,65.62,Chickpea
41,59,38,24.13,56.62,6.93,64.0,Chickpea
43,62,37,23.25,53.28,6.89,62.41,Chickpea
42,60,36,22.33,57.67,6.83,64.13,Chickpea
45,63,33,23.69,58.47,7.06,68.0,Chickpea
39,61,35,22.57,54.33,6.84,66.49,Chickpea
41,61,37,23.75,59.25,6.85,67.01,Chickpea
40,63,37,22.64,59.0,6.76,58.64,Chickpea
43,61,36,24.37,57.1,6.89,63.88,Chickpea
42,58,36,22.98,56.32,6.89,63.92,Chickpea
43,58,37,22.74,57.52,6.85,67.31,Chickpea
42,58,37,22.13,56.53,6.83,69.56,Chickpea
41,60,40,22.56,57.34,6.95,64.9,Chickpea
39,64,39,22.61,56.37,7.0,66.34,Chickpea
42,64,41,22.94,53.99,6.77,63.93,Chickpea
40,58,41,23.26,55.21,6.9,60.64,Chickpea
44,58,39,22.08,55.38,7.02,61.1,Chickpea
41,63,38,23.04,56.74,6.84,71.8,Chickpea
38,64,38,23.31,57.19,6.96,63.57,Chickpea
41,59,37,23.16,56.91,6.94,60.73,Chickpea
40,60,35,22.58,56.0,7.04,63.14,Chickpea
39,60,38,23.61,55.87,6.76,62.3,Chickpea
42,63,41,22.41,56.21,6.8,63.3,Chickpea
40,61,36,24.24,55.31,7.0,64.02,Chickpea
46,62,39,22.7,57.46,6.93,64.86,Chickpea
39,61,37,23.43,55.65,6.71,67.94,Chickpea
44,58,41,23.7,55.05,6.79,69.16,Chickpea
39,60,35,23.0,58.2,6.94,69.05,Chickpea
41,62,35,22.95,54.88,6.88,65.31,Chickpea
41,66,41,23.71,58.69,7.04,65.93,Chickpea
41,62,37,22.48,56.44,6.74,66.41,Chickpea
40,61,38,22.82,53.54,6.78,67.37,Chickpea
40,63,38,22.9,56.52,6.83,67.2,Chickpea
41,67,35,22.82,55.52,6.76,68.18,Chickpea
41,57,39,22.68,55.84,6.97,64.91,Chickpea
41,66,33,22.36,54.36,7.08,64.07,Chickpea
42,61,39,22.99,56.38,7.03,67.32,Chickpea
40,62,42,23.28,56.23,6.76,68.17,Chickpea
43,62,38,24.42,57.28,7.02,66.2,Chickpea
41,63,37,22.97,56.69,6.85,66.66,Chickpea
42,63,36,22.0,55.53,6.94,68.89,Chickpea
40,63,40,23.38,54.81,6.83,67.31,Chickpea
45,62,37,22.32,55.45,6.83,66.08,Chickpea
38,61,35,23.47,54.71,6.84,66.85,Chickpea
41,66,39,23.01,56.55,6.66,69.7,Chickpea
43,61,39,23.34,55.38,6.94,69.15,Chickpea
42,61,38,23.69,57.18,6.78,67.76,Chickpea
42,64,38,22.82,53.95,6.83,69.62,Chickpea
42,61,40,23.54,54.9,7.02,61.02,Chickpea
42,62,40,23.19,55.63,6.88,74.08,Chickpea
42,63,33,22.59,56.78,6.74,67.65,Chickpea
40,59,36,23.76,56.5,6.81,68.33,Chickpea
43,61,39,23.5,57.28,6.83,62.46,Chickpea
38,60,37,22.86,55.93,7.07,64.98,Chickpea
41,58,42,22.34,54.94,6.97,66.74,Chickpea
45,63,37,23.52,57.74,6.83,68.89,Chickpea
41,61,38,22.81,55.35,7.0,61.41,Chickpea
39,63,37,23.5,56.54,6.77,66.19,Chickpea
43,62,37,22.86,55.16,6.77,61.61,Chickpea
42,60,39,22.7,54.03,6.86,72.28,Chickpea
41,63,38,22.3,58.17,6.88,62.07,Chickpea
40,61,39,22.66,59.93,6.81,67.84,Chickpea
38,61,38,22.44,58.25,6.94,65.05,Chickpea
42,60,40,23.51,56.56,6.96,61.57,Chickpea
44,61,40,23.37,57.51,6.8,63.24,Chickpea
46,58,35,23.02,56.07,6.85,67.85,Chickpea
43,61,37,22.99,55.25,6.73,66.9,Chickpea
43,61,33,22.71,57.36,6.76,68.09,Chickpea
41,61,36,22.43,58.15,6.98,67.93,Chickpea
43,63,39,22.67,58.07,7.03,67.14,Chickpea
41,59,38,23.84,54.26,7.0,64.59,Chickpea
41,59,36,23.32,57.16,6.92,64.5,Chickpea
39,62,37,23.11,55.52,6.87,66.48,Chickpea
42,64,37,23.27,58.71,6.96,69.49,Chickpea
40,60,37,22.97,57.61,6.83,65.73,Chickpea
44,62,37,23.12,54.31,6.79,61.24,Chickpea
42,63,39,23.57,58.18,6.91,65.81,Chickpea
44,60,35,22.83,55.32,6.9,63.45,Chickpea
42,60,40,22.4,55.79,6.87,66.69,Chickpea
43,62,37,23.35,57.26,6.93,67.16,Chickpea
43,58,37,23.19,55.56,6.87,67.12,Chickpea
42,62,36,22.29,57.21,6.83,63.57,Chickpea
40,64,38,23.17,57.03,6.9,69.04,Chickpea
39,59,35,23.21,56.76,6.85,65.3,Chickpea
36,52,28,19.66,62.64,6.16,97.8,Kidneybeans
33,49,29,21.02,57.73,5.96,102.5,Kidneybeans
33,53,24,20.16,62.33,6.38,105.92,Kidneybeans
31,53,29,19.66,62.17,6.17,105.71,Kidneybeans
35,54,26,19.35,61.33,6.06,101.08,Kidneybeans
36,56,25,19.89,60.35,6.13,95.2,Kidneybeans
31,53,29,20.04,62.01,6.12,105.83,Kidneybeans
36,52,29,20.25,64.76,6.02,101.65,Kidneybeans
31,52,28,20.1,61.81,6.15,101.29,Kidneybeans
33,52,26,19.97,61.3,6.17,103.83,Kidneybeans
37,52,27,19.56,62.92,6.05,105.47,Kidneybeans
36,54,28,20.02,60.52,6.06,101.56,Kidneybeans
37,51,28,20.36,60.57,6.14,97.49,Kidneybeans
36,56,27,19.56,62.19,5.99,98.99,Kidneybeans
33,57,29,19.68,58.48,6.1,102.75,Kidneybeans
33,57,27,18.86,60.39,6.15,103.16,Kidneybeans
33,53,24,20.04,60.49,6.12,103.47,Kidneybeans
36,52,25,19.71,59.9,6.02,106.33,Kidneybeans
34,57,27,19.41,59.79,6.2,98.6,Kidneybeans
35,53,26,20.69,60.12,6.02,101.76,Kidneybeans
32,58,30,19.7,60.29,5.9,102.41,Kidneybeans
32,54,24,19.99,63.55,6.11,99.68,Kidneybeans
33,53,32,19.83,59.2,6.1,102.59,Kidneybeans
35,55,31,19.7,59.97,5.91,103.98,Kidneybeans
32,55,27,20.86,58.85,6.2,104.71,Kidneybeans
35,51,29,20.06,58.25,6.26,100.96,Kidneybeans
36,53,29,19.57,61.32,6.11,101.03,Kidneybeans
32,47,26,20.35,58.91,5.98,97.7,Kidneybeans
34,52,30,20.37,61.3,6.13,99.71,Kidneybeans
32,55,29,20.35,60.29,6.06,99.2,Kidneybeans
35,50,23,19.0,57.79,6.24,104.36,Kidneybeans
31,53,30,20.25,64.17,6.09,100.03,Kidneybeans
31,54,29,20.05,60.46,6.23,103.59,Kidneybeans
33,52,27,20.24,59.83,5.98,100.56,Kidneybeans
33,56,25,20.11,60.58,6.08,106.62,Kidneybeans
34,52,29,20.41,59.5,5.98,103.23,Kidneybeans
33,53,30,19.7,61.63,6.22,100.98,Kidneybeans
30,53,28,20.5,60.22,6.27,98.1,Kidneybeans
34,53,30,19.26,61.64,6.08,106.59,Kidneybeans
32,54,26,20.09,60.45,6.06,96.04,Kidneybeans
34,51,25,19.22,59.42,6.15,103.35,Kidneybeans
35,51,28,19.69,62.43,6.14,100.03,Kidneybeans
36,55,25,19.16,58.98,6.26,98.95,Kidneybeans
37,51,25,20.44,62.39,6.16,104.03,Kidneybeans
32,55,28,19.82,61.14,6.21,103.18,Kidneybeans
29,55,29,19.81,61.18,6.11,96.06,Kidneybeans
33,53,27,19.74,61.99,6.02,104.73,Kidneybeans
35,56,31,20.87,59.22,6.13,99.85,Kidneybeans
40,55,30,20.22,57.05,6.02,99.94,Kidneybeans
33,54,29,18.69,60.64,6.05,106.14,Kidneybeans
35,53,28,19.16,61.99,6.06,99.58,Kidneybeans
36,54,26,19.7,61.55,6.13,102.09,Kidneybeans
31,51,26,19.9,60.94,6.08,101.66,Kidneybeans
37,55,30,20.23,61.11,6.14,102.68,Kidneybeans
35,52,29,20.08,58.29,6.11,98.08,Kidneybeans
32,53,24,19.97,61.1,6.18,100.64,Kidneybeans
34,53,27,19.16,60.83,6.17,99.2,Kidneybeans
33,53,30,20.02,61.43,6.1,100.52,Kidneybeans
31,53,28,20.06,63.22,6.19,105.72,Kidneybeans
29,57,28,20.2,62.34,6.1,98.79,Kidneybeans
36,52,26,19.88,60.42,6.1,101.71,Kidneybeans
36,54,26,19.64,60.42,6.06,100.46,Kidneybeans
31,54,27,19.52,61.73,6.18,101.26,Kidneybeans
37,58,28,19.77,61.4,5.98,99.38,Kidneybeans
30,52,25,20.31,59.88,6.13,104.24,Kidneybeans
36,53,28,20.17,62.91,6.18,105.91,Kidneybeans
30,52,30,20.29,60.81,6.05,104.37,Kidneybeans
30,55,28,19.76,61.75,6.06,102.09,Kidneybeans
33,55,28,19.05,58.91,5.99,103.37,Kidneybeans
35,57,25,20.65,58.09,6.1,102.74,Kidneybeans
34,53,28,19.38,62.3,6.12,103.09,Kidneybeans
33,53,29,20.79,58.91,5.96,102.8,Kidneybeans
33,54,27,20.31,60.57,5.98,99.63,Kidneybeans
33,51,27,20.03,60.46,6.12,97.16,Kidneybeans
32,51,29,21.15,59.68,6.08,99.92,Kidneybeans
34,52,28,20.33,59.16,6.13,96.62,Kidneybeans
33,53,27,19.84,60.26,6.07,102.71,Kidneybeans
34,54,26,20.54,63.29,5.97,102.49,Kidneybeans
33,55,27,20.03,61.74,6.07,107.03,Kidneybeans
35,55,27,19.94,62.22,6.17,98.25,Kidneybeans
34,54,27,20.19,60.87,5.88,98.07,Kidneybeans
35,53,28,20.0,59.76,6.05,102.99,Kidneybeans
